,Unnamed: 0,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0.1
683,315,315.0,#AmloFracasoPresidencial Los bots están desesperados que ya no les dan su lana póngansen a trabajar bola de parásitos zánganos ustedes ahora son los Ninis.,0,0,1,
1436,4825,4825.0,"#EnVivo | Con 75 votos a favor, en la Asamblea Legislativa se aprobó emitir Disposiciones Especiales y Transitorias para transferir recursos a las alcaldías, para que se puedan ejecutar proyectos que impulsen el desarrollo de los municipios.

👉 https://t.co/6uuT2n2EPI https://t.co/DeZbYhlrRh",0,0,0,
2955,2824,,"@LeonKrauze @alfredopontones Solo era golpeteo político de lo más mezquino y vil, les vale madres el país, querían ponerse ellos",1,0,1,2824.0
3497,2555,,@Flor0fParchita Dios te acompañe,0,0,0,2555.0
2103,2232,,"@Claudiashein @GN_MEXICO_ @SEDENAmx Ni tú, ni el Mamarracho, ni ningún holgazán de Morena son militares... también son civiles.

Ya no pueden ni saben como desenredar sus pinches mentiras...",0,0,1,2232.0
1475,677,677.0,"@Octubre63 @DrChavezDiaz O un presidente medianamente decente, por lo menos que sepa hablar y aritmética básica. No este cavernícola, tu dios.",0,0,1,
639,2301,2301.0,@herlombardi Cuando macri subió 3000% a todos todos vos aplaudiste marmota q decis?? Jxc Corruptos y negociados no invirtieron nada se la fugaron toda !!,0,0,0,
3481,5516,,"#Seguridad | Un presunto ladrón fue detenido por vecinos y comerciantes del mercado de #Yautepec, donde fue sorprendido cuando se robaba una motocicleta del estacionamiento. https://t.co/uaLSLjjbDU",0,0,0,5516.0
3753,623,,"🔊Recuerda, si tienes problemas de conexión, informa a tu tutora para que con gusto te brindemos apoyo.
#SoyArrupe
#SomosArrupe2022
#EducacionDeCalidad
#SiempreMásParaLosDemás
#Calidad
#Educación
#EducaciónSv
#ParvulariaArrupe",0,0,0,623.0
1799,1638,1638.0,"Quiero resubir mis vídeos del canal baneado al nuevo canal, pero no sé si solo subirlos así de golpe sin mas o si debería hacerlo una especie de especial de una semana o algo así...

¿Sugerencias, mi raza? 🧐",0,0,0,
2121,4713,,@chinche_xd Es que amo sus dibujos y una vez le mande un mensaje por error y me senti avergonzado por que entendi otra cosa 👉🏽👈🏽,0,0,0,4713.0
178,5850,,@TaqueroDelMame @RusoZamogilny La puta ramera de Televisa @raul_perez_,1,0,1,5850.0
50,2822,,"(@RebelionNic) En LA ya es normal ver seniles ""ganando"" presidencias, la regla general no debería pasar de los 50. Es un país que tienen a cargo, no la finca, veamos #Nicaragua un vejestorio que chocha mas de lo normal. #SandinismoEsTerrorismo #SO… https://t.co/kR2p4bDPDh",0,0,1,2822.0
2774,5170,,Parece que en mi grupo de amigos soy la única que le para bolas este peo https://t.co/sJvqIxzK4F,0,0,0,5170.0
908,2934,,"@qromunicipio La gente tira basura,en la entrada de Lomas de Juriquilla se ponen 3carros vendiendo fritangas,vivo cerca y todos los días levanto,bolsas, vasos, servilletas, envolturas de galletas,hojas del tamal,además que estos fritangeros están en banqueta,lugar público,ahí quien los regula?",0,0,0,2934.0
1474,2433,2433.0,@jguaido Hasta cuándo hay que calarse a este mongolico.?,0,0,1,
1629,1320,1320.0,"@JORGEMA05532111 @violetamg10078 @lorenzocordovav 
Te estas tardando rata ipocrita y traidor. Facho PRIANRDejo. Arre pues",1,1,1,
3176,2986,,Que verguenza yo dando direcciones 😅,0,0,0,2986.0
3092,3556,,@gato_felix8 No que no ya no ibas hablar en español 🤔,0,0,0,3556.0
997,5121,5121.0,a cómo voy creo que toca otro año disfrazándome chistoso y no puton,1,0,0,
1695,5570,,"No tiene más opciones y va al pueblo por un médico, Ed, Al y Winry lo acompañan, repente un rayo destruye el puente, no pueden pasar y Edward intentar hacer otro puente con alquimia, pero cuando lo intenta, estos no alcanzan el otro lado, Ed se da cuenta y se siente un inútil https://t.co/hym178FvcT",0,0,0,5570.0
2624,5786,,"@PonchoGutz TODO PENDEJO, no,todo chairo es moresimio.

La política no es de ideología es de intereses, la doctrina es para los traga mierda chairos.

El matraquero político, del prian o morena lo hace solo por dos motivos, hambre o ""pendejo*""

Tú no te ves mal tragado.",1,1,1,5786.0
962,3982,,"@jsanchezcristo Desde el día 0 comenzó la critica, y creo que esta bien que a un gobernante se le exija hacer bien las cosas, pero me sorprende que algunos fervientes críticos de hoy, eran como que mas bien blandengue con el gobierno anterior. 

Él criterio periodístico de algunos da vergüenza.",0,0,1,3982.0
1192,3422,3422.0,"@CuleKing_Nic Es que definitivamente estos renacuajos si son especiales 🙂
Viven en una eterna competencia de que quien es mas sapo y estupido que el otro.",0,0,1,
2585,5675,,"@Roberto96645777 @_VicenteSerrano Te equivocaste tú también amigo, es Vicente Serrano “El Marrano”.",0,0,0,5675.0
3678,5362,,@RafaBacaJr Los aficionados no te queremos en la cancha. Le haces mal al equipo. Ten dignidad.,0,0,0,5362.0
135,3001,3001.0,"El pitiyanqui mejicano odiador d su pueblo y d Cuba se siente mal pq no puede vomitar sus sandeces aquí.
¿Desconoces del poema d nuestro poeta nacional Nicolás Guillén?
Se titula ""La Muralla""....
Tun Tun ¿quién es? ; el alacrán y el 100pies ¡CIERRA LA MURALLA!
La mierda no pasará https://t.co/lPS9MWDiYB",1,1,0,
3541,642,,"@Zogoro Venga zogoro, ahora a romperla en el evento de los ángeles y seguir mejorando, que tienes un techo muy grande loco 👏🏻👏🏻👏🏻",0,0,0,642.0
1087,2627,,@CarlosAbejorro No hay huevos para comer?,0,0,0,2627.0
1628,5817,,@gothgirlvamp1 La pasta de dientes no se traga!,0,0,0,5817.0
1053,2460,2460.0,"Una semana para evitar multitudes, y no hablo del monotema, la vida es mucho más extensa y hay que mirar por encima del resto.",0,0,0,
2586,1374,,"@_VicenteSerrano @CarlosLoret @latinus_us Es muy claro… Economista del Itam, pensante, educado y periodista real de carrera versus Payaso, huevón y #ChairoMenso …. Te aclaro versus = oposición o enfrentamiento tanto material como inmaterial… p1nch3 ignorante!!!!!",1,0,1,1374.0
942,5999,,"@El_Universal_Mx El hipócrita, mentiroso y manipulador no es el pasado . Ellos dijeron lo que iban a hacer!!",0,0,1,5999.0
1018,1316,1316.0,@Amadoelquelolea Ahh si? Me dices por qué animal? Che facho básico https://t.co/Tep0CxPWuF,1,0,1,
24,5136,5136.0,"Nuestros compañeros de Distritos retiran ripio en diferentes partes de Santa Tecla.

📍 8ª calle Poniente, avenida San Martin. https://t.co/PCOe3Zc3fm",0,0,0,
2640,5420,,"#SalvadorAlvarado📍| Aún y cuando se han reforzado las acciones de vigilancia en las diversas zonas del municipio, los hechos delictivos se siguen suscitando, y solo en el mes de agosto se registraron 11 robos.

#ObservandoEnVivo🔴| @Noticierista https://t.co/9gjB01IaZD",0,0,0,5420.0
114,621,,me tienes demasiado confundida,0,0,0,621.0
2483,2108,,Realiza CEARV Primera Mesa de Trabajo para dignificación de la ofrenda de las víctimas https://t.co/syKOFCoTFE #morelos #principal,0,0,0,2108.0
2059,5782,,@ReginaOrozco “Una chaira traga cuando hay”,0,0,1,5782.0
3319,5617,,Es un mediocre que llegó a odiar y destruir ! https://t.co/TkNleeFwE8,0,0,1,5617.0
995,3876,,"@soy_502 Jaja hay poca gente que respeta y muchos que son unos imbéciles,tanto carros como motos,andan sin placas sin casco sin licencia y estás parado quizá en una cola y se empotra atrás y resulta que tenés que pagarle,porque el srote se lástimo y tiene que ser así porque la ley lo dice",0,0,1,3876.0
2501,5189,,Arrobado cabrones...no le den de tomar al gordo jijo del maiz ajuaaaaa https://t.co/WelsZuB2LP,0,0,1,5189.0
3876,349,,@toxcynt Hay que volverse coño de madre mas bien,1,0,0,349.0
2954,5613,,"@Woshingo Conocimientos eran deficientes...
Quedé como burla y el señor tuvo que usar Google translate para decirme que venía por un presupuesto que le había hecho mi tío.
Eso me hizo entender que nunca te las des de muy vergas jaja, y ahora mi inglés paso de malo a mediocre jaja saludos.",1,0,1,5613.0
3352,1457,,"@FreddyOliviery Gente como ella es lo que necesitamos no lameculos como tu chairo pendejo, ella piensa en el pais y no ganancia personal pero tu como solovino pendejo sin cerebro no entiendes, pero tu pension de pendejo esta buenisima sanguijuela https://t.co/LL1IQnIwh6",1,1,1,1457.0
1872,3224,3224.0,@CarLon_2020 Es el refrito del refrito. Qué falta de creatividad,0,0,0,
2979,431,,@gordoromer Oye tranquilo viejo…,0,0,0,431.0
362,5453,,"Despertar por la mañana viendo por televisión 📺 debates sobre la izquierda y la derecha, defender que funcionarios de éstos, son menos ladrones, denota el profundo atraso en el que vivimos. ¡Gracias pueblo chileno! mensaje recibido.",0,0,0,5453.0
587,1087,1087.0,@CexyRubio Un verdadero culebrón eh!!! Qué manera de tener personajes ese libro. Lo amé. Disfruté mucho leerlo. Gran obra literaria.,0,0,0,
570,5706,,"@OFM2020 Chirriones (comida china, ejotes dulces con carne de marrano , salsa de soya, jengibre)",0,0,0,5706.0
1597,1455,,@ArturoZaldivarL Sinvergüenza lameculos! Vas a pagar tú complicidad en la devastación de México.,1,1,1,1455.0
3536,312,,Hasta la madre de las citas para sacar las placas 😡,1,0,0,312.0
441,1172,1172.0,"🔌 ¿Tienes la costumbre de dejar enchufado el cargado? ¡Entérate de cuánto estás pagando por hacer esto! ⬇
https://t.co/p4k5WyYXcv",0,0,0,
1049,5368,,"@HernanGomezB @CitlaHM @senadomexicano Y ahora  que opinas ?  por qué también decías lo mismo hace unos meses con relación a la militarización de la guardia nal. 
Su mesías también les ha engañado y los ha hecho verse cada vez peor sin moral ni dignidad .",0,0,1,5368.0
1404,5208,,@btoxic79 @sopitas cobra bien el gordo huevas ese...,0,0,0,5208.0
722,2312,,"Josep Borrell, el achichincle de Joe Biden, #Opinión de Marcos Roitman Rosenmann

Josep Borrell, alto representante de la #UE para Asuntos Exteriores , es buen ejemplo de #Achichincle. Sin ideas propias, cumple órdenes, para eso lo pusieron en el cargo. https://t.co/zTR5cKWI4a https://t.co/v4msXCcwdt",0,0,1,2312.0
1136,2536,,Dios Bendiga a los Padres de Familia: LA REVALORIZACION DE LA PATERNIDAD Lee: https://t.co/UrcXNPDVms https://t.co/AUqtu9M8wt,0,0,0,2536.0
296,409,409.0,"@Alekstxu @marianagc @SandraCuevas_ @Claudiashein Que bien, se me hacía algo difícil de creer aunque hay gente que si lo piensa, pero somos mucho más que no queremos que regresen los corruptos y a la marean irá como a la cacatua de la Keniaya les queda muy poco",0,0,0,
3813,4250,,"@Alexand57990301 @therobanda Ah no mames, ahora la transmisión de un virus tiene que ver con el IQ? Esos virus en Jalisco están bien evolucionados… ahorita regreso mi título de virólogo por no tener tu sabiduría 🙁😢",1,0,0,4250.0
2258,4530,,"@RicardoBSalinas @MLMSalinas ¡Mínimo un bonito ramo de flores por defaul don Ricardo!, ya después que pida la señora Salinas lo que quiera.",0,0,0,4530.0
1328,1344,,@Pablvito @__VaderGT @The_MATACHAIROS Tremendo huevon,1,0,1,1344.0
2,4052,4052.0,"@Montoyita36 @FCBarcelonaB @FCBarcelona_es @Miralem_Pjanic Creo q en tu país se traduce cm ""ahuevar""",1,0,0,
1023,1994,1994.0,"@husswinnie A mi esa me estresa, pq Jacob se la pasa todo lagarto",0,0,0,
1058,3091,3091.0,@HugoChappaloni @HLGatell PRIMERO LOS POBRES sigan votando por el populista rufian tirano nos esta llevando asu kkadero,0,0,1,
2131,359,,@DonVocero Chingo a su madre la alianza 🤣🤣🤣🤣,1,0,0,359.0
3894,859,,@Vegangs Para eso tendría que llevarme con alguien del pueblo 😎😎😎😎,0,0,0,859.0
1083,3674,,@PonchoGutz No es igual.  Es peor.  Y coincido que no hay políticos decentes ni propuestas buenas.  Pero defender a este tipejo es insostenible.,0,0,1,3674.0
527,1787,,"@Esunhonor4T @roder77 @SabinobichC @Claudiashein @GN_MEXICO_ @SEDENAmx No me ayudes compadre , dice el @roder77  
Entre los dos no pudieron contestar una pregunta simple 😂😂😂
El Presidentito tiene 4 años prometiendo salud nivel Dinamarca 😂😂😂 Cancelar un mega aeropuerto bien planeado y con vialidades y hacer uno en el cerro no es un gran logro https://t.co/jBL73o8O50",0,0,0,1787.0
1851,4708,4708.0,"@lopezobrador_ No sé de donde te sacas el orgullo, mitómano. Ya empobreciste a  5 millones más de personas,¡ y solo llevas 4 años!. No tienes verguenza. Y, lo peor, ahora vas por la educación con otra lameculos, lo que te encanta, miserable.",1,1,1,
1830,3749,,"@Lizz_Chapa @lopezobrador_ Como siempre, López Blablador cae en el ridículo por hocicón.

#ElPeorPresidenteDeLaHistoria",0,0,1,3749.0
888,4489,4489.0,@ManelIbezRoca1 @JesusGomezIbae2 @CasademontZGZ A mi me está empezando a mosquear tela la tardanza en traer los que faltan... mientras equipos de NUESTRA LIGA están reforzándose del copón,0,0,0,
3560,3979,,"En mi opinión, el blandengue de @ArturoZaldivarL, ¿Ustedes que opinan? https://t.co/pEML4Bm6pZ",0,0,1,3979.0
339,356,356.0,"@Kingof_Ithaca Imbécil, gilipollas, tonto el haba, borrachuzo... Podría seguir, pero me quedaría sin espacio",1,0,1,
1851,3155,,Me caga la gente que va en pareja en el tren hablando todo chiqueado diciendo puras pendejadas beso y beso 😒😒,1,0,1,3155.0
2897,3757,,@alitomorenoc alito trae su credencial partidista en el apellido: Moreno y solo le queda un halito de vida en el PRI por traidor‼️ https://t.co/60jJqoDc5b,0,0,1,3757.0
2117,3740,,"Posar a una foto haciendo la Fuck face, que para empezar eso es tan de los 2010, se me hace de lo más naco y ridículo en esta vida, no es una buena pose, se ve, horrible.",0,0,1,3740.0
1600,2678,2678.0,@vinijr @yuyicta en mi palangana de la feria,0,0,0,
3939,2392,,@lapetuputa @pues_soy_Clau Eso lleva dedos y métertela también,0,0,0,2392.0
396,3654,3654.0,"@AntonioAttolini @AreliPaz Qué respuesta tan más imbécil, digna de un cromador de yemas de la 4T traga cuando hay.",1,1,1,
2092,5581,,"Pues sí, Feijóo sabe hacer dos cosas a la vez: ser tan ridículo como M. Rajoy e igual de inútil que Casado.",0,0,0,5581.0
3236,3956,,"@Excelsior Aquí lo que falta es voluntad de hacer lo correcto, no lo justo. ☝️🤨 Abrir fuego sobre las ratas, para que la sociedad escarmiente. Pues al dejarle hacer lo que quiera, estás dando el mensaje de autoridad y gobierno blandengue. Por eso, se repite infinitamente + la CNDH, pues 🤦‍♂️",0,1,1,3956.0
480,4355,,La peña a la que escribes por cualquier red social y no te responde en días? Que te crees Leo Messi o algo puto subnormal?,1,0,1,4355.0
1741,5754,,"A mí no me preocupa que la Secretaria de Educación no hubiera sabido responder una pregunta. Me preocupa que una alumna de Loret de Mola, amiga de una delincuente como Gómez Mont y sicaria de la información siga haciéndose pasar por periodista después del montaje de #FridaSofia",0,0,0,5754.0
1149,1859,1859.0,"🌽Formar al Individuo Calificado en Controles Preventivos para Alimentos para Humanos 21 CFR 117 subparte C, mediante el análisis de las funciones y responsabilidades de dicho individuo.👇👇👇👇👇👇 https://t.co/XKbgQ4VbyM",0,0,0,
63,2283,,@Jimmy_Maganya Vaya otro mil mañas …que renuncie dices porq no le preguntas al pueblo achichincle !,0,0,1,2283.0
2436,2272,,"@revistacodigo21 Así es, no vaya a salir el achichincle a decir a final de mes que la Boca no tuvo escurrimientos",0,0,1,2272.0
1709,4619,,Me gusta tu culo no tú mala vibra 🥴,1,0,0,4619.0
3958,1081,,"Una vez empecé a salir mucho con un chavo que conocí por las redes sociales, WEY ERA EL MÁS BONITO pero, real la vida me decía que ahí no era.",0,0,0,1081.0
2763,1343,,@la_comadreja07 El pedo es que nico es irregular y huevon,1,0,1,1343.0
851,5159,,"Toyota México invita a los propietarios de Corolla (2003-2008 y 2009-2013), Matrix (2003-2008 y 2009-2010), Yaris (2004-2005 y 2007-2016), Yaris HB (2006-2011), RAV4 (2004-2005), Hilux (2006) y Sienna (2011-2014), a verificar si sus bolas de aire https://t.co/ATnnxRzXTO",0,0,0,5159.0
2391,423,,@Kaudiyo435 Es que el anime es re viejo y algo lento jajaj,0,0,0,423.0
217,3666,,"@Maritererosas1 @catrina_nortena Siiii guacalas de tipejo, es repulsivo 100%",0,0,1,3666.0
3546,3505,,"Por qué si no es un reto, no me gusta?",0,0,0,3505.0
2262,3325,,La gente es muy idiota al decir privilegios. Pero bueno siempre hay de dos o tres sopas. https://t.co/rapb2H2xeq,0,0,1,3325.0
3009,2051,,"@YihiRM @DarioMonteroG @UEFA Amo cuando el retrasado de Dario queda retratado, y disfruto cuando este tuit tiene más MG que el Tuit original.",0,0,1,2051.0
515,506,506.0,@HernanGomezB @LaydaSansores @lopezdoriga Me recuerda a Tita Merello con Cambalache https://t.co/qF4Wdj4UQl,0,0,0,
2667,3730,,"@AlekRomanovv Jamas llame naco por eso, sino por actitudes que toman ridiculo y gracias por aclarar donde no vivo jajaja no me habia dado cuenta",0,0,1,3730.0
1803,2331,2331.0,"@abrahamendieta No importa lo que tu digas maruja gachupina, la realidad simpre los va alcanzar y se van  a ir con la cola entre las patas todo por la ineptitud del CACAS
👇👇👇👇👇👇👇👇👇 https://t.co/imofeR3xO2",0,0,1,
1228,2851,2851.0,"@hljohan El colmo general es que la ciudad está sin gasolina, y las que tienen solo quieren surtir a los militares porque están los juegos de guerra, militares ciudadanos de primera y el resto es el perraje, no respetan a los ciudadanos. Aparte que no dicen que sucede con la gasolina",0,0,1,
2067,1916,,Dirán algo o los meten a la cárcel? @XHNews @XHespanol https://t.co/t5O3pW0uwU,0,0,0,1916.0
1992,2698,,@RicardoMonrealA @juliomenchaca_ @adan_augusto Siempre serás un enano pensador ... Ya deja de traicionar.. te vez de la chingada,1,0,1,2698.0
3896,4732,,Impresionante lo del noruego... una cosa fuera de locos 😳 https://t.co/s7ArzXaCVm,0,0,0,4732.0
2526,57,,Porque la gente en este pinché país se disculpa por todo? Me cagan.,1,1,0,57.0
1702,4762,4762.0,"Nada estorba a la santidad si somos fieles. 
(Madre Maravillas de Jesús)

https://t.co/Z6UZB780l3
https://t.co/vGdslpTeFe",0,0,0,
1322,2764,,"@art_magv Otra vez ese medicucho, no es el mismo que le dio una plática a su alumna porque quería salirse de la especialidad????",0,0,1,2764.0
554,4511,4511.0,@Cuerdesica666 Jajajajajaja lo que le cuesta a la reportera no descojonarse en su cara.,1,0,0,
1295,2849,2849.0,"Como puede competir una melodia de Jose Luis Perales con una de Badd Bunny? nunca! el conejo representa la vulgaridad, el perraje, mientras Perales el amor, el romance, lo dulce y lo bello de la vida. De estar en mis manos, elimino esa musica tan horrible!",0,0,0,
1742,2870,,"@VickyRosell No entiendo como el señor Inda sigue libre. Y no entiendo como le llevan a programas. Es un bocachanclas, pseudólogo, diletante sin talento, chulo, mezquino, y vil. Antiperiodista y delincuente informativo. Un vendido.",0,0,1,2870.0
943,2851,,Que mezquino. Fin,0,0,0,2851.0
1121,741,,"@letroblesrosa @CitlaHM @DeniseDresserG El tema no es que lo leas, senadora @CitlaHM, el tema es que lo comprendan los @MorenaSenadores y actúen con criterio propio y no con la línea ignorante e incompetente de palacio.",0,0,1,741.0
3360,3677,,@adoreyouBlue Estaba con nahomi. Pero ahora está con el tipejo ese. Me purga.  Fuera la chinaaaaaaaa.,0,0,1,3677.0
867,1607,1607.0,@lumendoz @ManuelBartlett Es lo menos que merece esa gentuza,0,0,1,
1640,1575,,"@RicardoBSalinas 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Yo soy joto y me hizo reír. Es que así se debe contestar a esa gentuza.
🤣🤣🤣🤣🤣🤣🤣",0,0,1,1575.0
2401,2208,,"@lopezobrador_ Violando la ley, en la forma o en el fondo. 
Dónde está la banda presidencial, tremendo pedazo de mamarracho?",0,0,1,2208.0
2229,517,,@AndreaBathory @GhostheadNebula @KingstonLatam Soy solo un pobre muchacho,0,0,0,517.0
1895,5205,,me puteo un gordo kirchnerista brasileño en mexico,1,1,0,5205.0
295,3425,3425.0,"@LuisSucesosLuis @enadepacheco El sargento (GNB), Luis José Brito Santana (34), años (sentenciado  SOLO A 12 años ) de prisión,por abuso sexual contra 1 adolescente de 14 años en el edo Amazonas.
EN CAMBIO A ESTE OTRO  violador tambien amazonas  le dan 21 años DIFERENCIA SER GNB
https://t.co/8UBFzRjwEo",0,0,0,
2534,3326,,"@eledycito @DeNicte Puta, ¿Usted nació así de idiota o se hizo?",0,0,1,3326.0
610,4320,4320.0,"@0Renne0 @BeatrizPawa Al chile, che denuncia por agresión y van todos para el bote.",1,0,0,
1252,4028,,@JesusRCuevas @GobiernoMX INÚTILES !!,0,0,1,4028.0
3814,2178,,"@Woshingo Y estaba jodido jaja, por suerte yo no sufrí muchos abusos, pero tenia amigos que por su color de piel eran criticados.

Y bueno, otra anécdota, que tiene que ver eso, fue que una vez llego una señora conmigo porque encontró un queso todo podrido exhibiéndose xD+",0,0,0,2178.0
84,3986,3986.0,@MoreauLeopoldo Cállate viejo pelotudo. De lo más cerca q estás de la tierra es de la que tenés en las orejas imservible,0,0,0,
814,3885,,@torreadvd61 @chioreya Lo dice el que le croma el fierro al anciano 🧓...imbéciles,1,0,1,3885.0
3652,3608,,Yo tengo como un maldito imán de autistas nojoda me la paso con puro mongolico inútil,0,0,1,3608.0
3440,5701,,"@ClouthierManuel @SCJN @AccionNacional @PRI_Nacional @PRDMexico Aaa si, no te preocupes vete a hacer piedra con tus cuates . O ya duermete marrano. https://t.co/DF5d79TFU3",0,0,1,5701.0
340,3253,,Las cartas siempre tienen razon voy,0,0,0,3253.0
88,226,,@lopezdoriga @CitlaHM @DeniseDresserG @letroblesrosa Bien merecido se lo tienen por creer en las mentiras del imbecil al que creyeron que era el portador del cambio y a su séquito de truhanes.,0,0,1,226.0
1797,1606,1606.0,"@Pelonndenfrente @BotTita2 @orgonitamaya @ELOBSER73501906 @CoquitoCohen @Mercoss @MrReyKing @lopezobrador_ @EnriqueAlfaroR @SEMAR_mx @OlmecasTabasco @LaydaSansores @hdemauleon @azucenau @CarlosGortari_ @VicenteFoxQue @FelipeCalderon @EPN @PRI_Nacional @AccionNacional @PRDMexico @POTUS @Tiendas_OXXO @SATMX @Profeco @SSalud_mx @samuel_garcias @ManuelBartlett Qué se hace con esa gentuza, amigo? 
Esperar a la justicia divina?
Es el colmo que siga apestando a garnachas la silla presidencial. 
No éramos perfectos pero tampoco nos merecemos a ese batido. https://t.co/9nqceLGfm5",0,0,1,
3117,2196,,"#Celaya🏘️En la colonia Los Naranjos dio arranque la pinta de fachadas del programa “Mi Colonia a Color” para el mejoramiento de la imagen urbana de viviendas de varias colonias del norponiente del @municipiocelaya, en una suma de esfuerzos con la Fundación “Corazón Urbano A.C” https://t.co/WZ72MrtmBE",0,0,0,2196.0
760,512,512.0,"Recuerda que la Biblioteca tiene para ti el Cambalache de libros📚, el cual consiste en que, por cada libro 📖 que traigas, te puedes llevar otro de tu interés🧐. https://t.co/LngA3nrhbV",0,0,0,
718,2356,2356.0,"@edperonosheeran Vete para Trinidad. Ponte a vender pescado para q t pagues el pasaje, medicucho jjjjjj.",0,0,1,
2479,4191,,No mamen ya tengan vida banda me da pena hacer mas cosas que la escuela👍🏻,1,0,0,4191.0
2338,1190,,Me hierve la puta sangre a la verrrga,1,1,0,1190.0
1765,985,985.0,"@MauriceCollier Una idea no cristalizada, es una chaqueta mental.

Ahí disculpa el lenguaje florido, Monsieur.",1,0,0,
431,564,,Puto no es sinónimo de homosexual o gay,1,0,0,564.0
3573,2315,,😂😂😂😂 de dónde salió este achichincle de la coparmex? https://t.co/0rtU9oLpJ7,0,0,1,2315.0
389,1619,,"@nineslopezblan1 @hispaniaenlucha @NunezFeijoo @sanchezcastejon Te deseo toda la suerte del mundo, pero como dices, lo tenemos mal quienes defendemos unos valores y una ideología. En cambio, gentuza como éste, seguro que tiene un puesto bien remunerado...por apellido y por ser amigo de.

Suerte compañera! 💜🍀",0,0,1,1619.0
3686,4326,,"@gallagher2120 @lorenzocordovav ojalá la comunidad seria de la UNAM, estudiantil, académica científica y algún grupo de funcionarios que realmente ame a la máxima casa de estudios, impida que este bueno para nada llegue a mamar de la institución.",0,0,0,4326.0
2136,2211,,"@lopezdoriga Capaces de todo, hijo de puta, lo dice a quien dividió a un país para llegar al poder, y lo mantiene de luto y hambriento para perpetuarse en el, tremendo mamarracho.",1,1,1,2211.0
332,1852,,@RommyVanegas que asco se ve eso xD!!!!,0,0,0,1852.0
12,66,,@_Santidomwelsh Eres igual de mierda que tu novia o peor,1,0,1,66.0
1441,5288,,@Oliver__Cortez por qué tanta perra agresividad 😠,1,0,0,5288.0
1472,3282,3282.0,@leogarnier No se puede ser mas cascarudo porque no es mas roco!!🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,0,0,1,
1690,3727,3727.0,@alitomorenoc El baile que le estás dando a tu teacher es de pura trompa.,0,0,0,
1958,1683,,"@JosueEzequielDC @OHarfuch @elpaismexico Josué, dá la cara y no pongas una mascota como perfil, eres un cobarde.",0,0,1,1683.0
3501,3865,,"@Ariasjose57 @RuidoEnLaRed El pex no es Marko (no ahorita, ya sabemos que es tonto el wey, pero bueno). El problema debe ser Alito y su estúpida cola que le han pisado con audios. No sé por qué no se deshacen de ese lastre en el PRI",1,0,1,3865.0
607,33,33.0,"@fernandeznorona Cuál valentía?  Eres un pelagatos,  un advenedizo",0,0,1,
2887,1036,,@ABCDEcografia @ederzamarron Puro perro 🐕😎😎😎😎,0,0,0,1036.0
86,2222,,"@astronironauta Es que hay niveles, la Sub20 de GT clasificó a su primer mundial así, a base de wevos, con garra, porque en efecto, no quedaba de otra.

Pero son el Madrid, ""el rey de Europa"", y andar celebrando ese mamarracho, no jodas jajaja",1,0,1,2222.0
3204,5512,,@OCisneros34 No le robes al que fue ladrón,0,0,0,5512.0
3930,1835,,@El_Universal_Mx @LuisValLe_A @pedrovillaycana ¿Y ese soldado sidoso @EdySmol?,0,0,1,1835.0
3041,4489,,@robjurado995 @JohnWalas2 unidad a cargo? la señora se nota que bajo de la unidad.,0,0,0,4489.0
484,1112,1112.0,@paladarwin eso te ensartaron zombie mmv descriteriado ignorante kk túa!,0,0,1,
3722,4333,,"@Claudiashein Ojalá esté bien atornillado el metro a su base, no se le vaya a caer.",0,0,0,4333.0
3192,460,,@kurotesuta @SarroyoSi @erickussalas @vicfc7 Viejo lesbiano https://t.co/eFLffoRMNr,1,0,0,460.0
133,5920,,"@MrLotario yo vine pero a ver tu cara de estupido ahora que el pri se anda aliando con morena.
tanto que defendias y se la cromabas a alito y termino pactando con ""lha zekta kakista"" que tanto odias pero que bien necesitas para tragar. https://t.co/iQd02kBtGr",0,1,1,5920.0
3407,5374,,"#DíaDeLaMujerIndígena ✊🏽 @vicente_alida de la Alcaldía Indígena Poqomam de Palín, saluda a las lideresas y autoridades de los territorios que luchan por los derechos colectivos. ""Es importante que se levante la dignidad de las mujeres indígenas"" exigió la lideresa. 

📹 Cortesía https://t.co/W7izE7FiDR",0,0,0,5374.0
17,2364,2364.0,"Oh Almedrón, inmutable al calor y tempestades, presente y callado, testigo de dramas de amor y horror, sólo tú permaneces frondoso, despidiendo ese aroma encantador.
Me invitaste a sentarme para mostrarme este cuadro pintado sin acuarelas de color 
Huele a melaza, huele a dulzor https://t.co/TKmx7q2wUt",0,0,0,
746,3202,,"@letroblesrosa @CitlaHM @DeniseDresserG Que cara de desvergüenza se necesita para tratarlas así, y no escucharlas, la senadora Citlalli, fue fiera detractora del uso de la milicia contra el narco y hoy defiende la militarización de la seguridad pública ¡por un hueso!",0,0,1,3202.0
2694,3249,,"Pienso en cómo me olvidabas y me dejabas sin opciones ¿Todavía hay esperanza o sólo son ilusiones? Sólo oír y acostumbrarme, que no lo hago por mí, que lo hago por vos. Nadie está en tu lugar, nadie tiene razón",0,0,0,3249.0
