,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
1334,1334.0,@LuiElNigga Dormiste chabon eso te pasa por ser un negro falopero,0,0,1,
2347,2347.0,"@gattornado2 Eso me pasa a mí, y yo detesto a ese mechudo. 😭",0,0,0,
4919,4919.0,"#A22 | J8 | 🦂 vs 🦁🖤 | 1T | 32’
Gol de @AlacranesdDGO 🥴
Pelota que cruza el ares tapatía u que encuentra a William Guzmán, quien cierra en segundo poste para abrir el marcador 

Alacranes 1️⃣
Leones Negros 0️⃣",0,0,0,
1188,1188.0,"@RNfuckinGesus Hace dos meses que no reviso un solver, pero estoy seguro que esa mano nunca es raise en esa secuencia. 

Sobre mi raise: Sabía que me estaba poniendo en AK y quería estakearse, así que decidí enchufar de una por los LOLs.",0,0,0,
4979,4979.0,Ya tío esq hasta la polla ya https://t.co/MhKa5r3VI7,1,0,0,
731,,@Omarcrey @martinezmau Van dirigidos solo a gente ignorante. Ahí tienen su nicho y les funciona.,0,0,1,731.0
2289,,"Ni libre ni republicano, sólo un puto achichincle de Monreal. Están en contra de Morena y del obradorismo, qué carajos hacen ahí, rémoras. https://t.co/I5vBL2d29r",0,0,1,2289.0
469,469.0,"nmmn desde que volví a la escuela ya me jodí media cajetilla de cigarros
that fucking shit",1,0,0,
2291,,"@ruanovajuan Si te interesan esos detalles, búscalos. Si los encuentras, publícalos. Si no, lo tuyo sólo es tirar mierda a la memoria de un mexicano visionario, sólo para defender a un achichincle incompetente.",1,0,1,2291.0
1121,1121.0,"@JaisuMex @snwtwurb @ElOjodCiclovias No es convenientemente, nunca se tocó el tema. Si lo hubieras tocado, se hubiera discutido. Pero no fue así. Todo empezó por un tweet despectivo con la palabra “naco” y yo conteste que de igual manera dije que los igualmente. Y aquí estamos. Más nunca nadie toco el tema.",0,0,0,
4339,4339.0,Y cerramos el día con un chingadazo en la cabeza justo antes de dormir. Buenas noches.,1,0,0,
657,657.0,"@LuchoIbarra690 Jajaja estos seudopediodistas qué ya por una jugada se la croman a un jugador, pero después del gol por su culpa les cascarón dos goles 😂😂",1,0,0,
1138,,wey ni te topo,1,0,0,1138.0
974,974.0,"@Hestiaezis_hn La mayoría sabíamos que la señora no iba a estar al frente, sabíamos que mel iba a meter las uñas., Pero creo que todos pensábamos ver más en esas funciones a  @SalvaPresidente y a @Doris_Gutierrez 
Y todo por la culpa del perro de @JuanOrlandoH con tal de verlo afuera y preso.",0,0,1,
3025,,"#Salud La COVID-19 deja secuelas en el cerebro que pueden persistir por uno o dos años, señalan investigadores de esta enfermedad viral. https://t.co/fkmlavwlF0 | Vía @OlgalindaP",0,0,0,3025.0
4403,4403.0,"@SrMoska_ @elchiringuitotv @MarcosdVicente se han basado en que... se tocaban la chorra mientras estaban en el baño y dijeron ""vamos aponer datos sin contrastar de algo que nos sale de lo que me estoy tocando"" O algo similar, por que solo piensan con la chorra!",1,0,0,
4517,,"@LaComadritaOf2 Obvio no, jaja Adrián estaba desde antes que la señora Smester🫥",0,0,0,4517.0
5127,,Por qué putas me sale tanto hombre en bolas? Nasty shit,1,0,0,5127.0
2233,,@BRUNALDO61 @cuauhtemocb10 @mocikat @Ariasjose57 @RobertoYanezMor @pacosantillan @ElTxoroMatutino @benhurhb @ISRAMARZ @PepeRinconi Simplemente un mamarracho,0,0,1,2233.0
2125,,"Bandita, el día de hoy he renunciado a mi trabajo.
Si saben de alguno por ahí, me vendría de maravilla saber.
¡Graciasssssssss! 🤍",0,0,0,2125.0
5783,,@LaChiquisYareli @LillyTellez Se lo traga todo,1,0,1,5783.0
1314,1314.0,"Aguas con este pequeño facho bicolor -&gt; manuel pedrero,  y en una de esas hasta con el @Hans2412.

Los fachos andan escondidos en todos lados.

Lo digo con convicción y con experiencia. 

¿Qué periodista se atreve a bloquearte? ¿Acaso no luchan ellos por la libertad de expresión? https://t.co/tmDNoD95S6",0,0,0,
5458,,"#Internacional 🌎 | #NewYork | Un par de presuntos ladrones protagonizaron un insólito robo a mano armada en Manhattan, al chocar intencionalmente una camioneta y perseguirla hasta sobre la banqueta hasta lograr detenerla para robarle al conductor. https://t.co/aWeDPjLJfk",0,0,0,5458.0
2619,2619.0,@mickeyramir20 @CapitanFuria13 @Paco_Villa_ We le vas al América jaajaja,0,0,0,
191,,"todos los días estaba sedada, no sé cómo acabé la prepa, soy una imbécil ahora",0,0,1,191.0
4575,,@milanclubHN Suena a broma pero si nos agarran en estos momentos me temo que sera la realidad (Hattrick de Giroud y Gol de Tomori) 😭,0,0,0,4575.0
4132,,Solo me dice Kellyta y en mi cabeza solo escucho 100 sinónimos de mi amor,0,0,0,4132.0
113,,Se los comento por que yo me volví así después de tanta mierda y acoso del estado.,1,0,0,113.0
3212,,@LeonKrauze Ustedes son medios de comunicación y no sabían que Calderón trabajó para el narco...,0,0,0,3212.0
5192,,@DavidcMorgaofic Jajajaja ay oilo al gordo 🤣,0,0,1,5192.0
2148,2148.0,@alitomorenoc ALITO MORENO SOLO SABE MENTIR CALUMNIAR ROBAR TRANZAR GOLPEAR ATACAR HUMILLAR RECOLECTAR FOTOS DE DIPUTADAS Y CREAR TEATRO ANTE EL PUEBLO EL CREE QUE TODOS LO OBSERVARAN PERO MUCHOS REPUDIAMOS LA FORMA DE TRABAJAR DE ESTE POLITICO TRANZA LICENCIADO DE LA MAFIA DEL PODER..BASTA.,0,0,0,
1040,1040.0,"@Jhuanyto7 @Saul84_ @martindelp @Faitelson_ESPN De acuerdo. Pero antes del Mundial nunca mencionaron o dijeron ""nos toca la peor Alemania de la historia"". 

'A toro pasado' cualquiera.",0,0,0,
4111,4111.0,@pictoline Cosas que curan a los violadores: El plomo,0,1,0,
1259,1259.0,@elchaqueta @SkreamMachine @El_Espantajo_ @LaTarantina @Echarrasqueado @WeweMilus @Jennisopsia Yo quisiera que una chacha.,0,0,0,
558,558.0,Acaba de publicar una foto en Parroquia Jesucristo Redentor  Capilla Virgen de Guadalupe https://t.co/6stJqXRHkP,0,0,0,
1759,1759.0,@alitomorenoc Mátalos de hambre Alito delito!!!,0,0,0,
4812,,@tatianaloisss @olivertaveras11 @xaviext @IbaiLlanos Se quedan porque en su tiempo eran buenos y revolucionaron pero hoy dia obsoletos,0,0,0,4812.0
2199,2199.0,@ilseeGmz @montseibarravc JAJAJA ay namas me avisan pa mandar hacer los recuerditos y separar el yerba 🫡,0,0,0,
767,767.0,"""No sabe ni comer porque toma mucha Coca-Cola, Jugos del Valle, puras aguas puercas; come sabritas, gansitos, pura comida chatarra""
Estas son las palabras textuales con las que López Obrador habló de Agustín Carstens
Quien iba a decir que se iba a tirar a hijo de @BeatrizGMuller https://t.co/kBSoLtFkqP",0,0,0,
4112,,@josue_srr @davidca97094400 medita para abrir el chakra del tercer ojo y ya cabeza de chorlito,0,0,0,4112.0
4203,,"Gobierno espera la notificación de ingreso de Héctor Villegas al comité de transición.

El coordinador del comité del gobierno saliente, Gerardo Peña Flores, aguarda al oficio que debe enviar el coordinador Jesús Lavín Verástegui para permitir la… https://t.co/4TI99NnKnC",0,0,0,4203.0
4541,,Y si en realidad no existimos?,0,0,0,4541.0
2985,2985.0,"@galaxik42 Es un privilegio exclusivo de pocas, a saber de lo pirujo del invitante.",1,0,0,
1387,1387.0,"12 de agosto de 1869: Falleció en Managua [#Nicaragua],  el General José Dolores Estrada Vado, Héroe Nacional. Tuvo una destacada participación como estratega militar durante la Guerra Nacional, en contra del filibustero William Walker.
#PatriaBenditaYLibre https://t.co/DPq2j7yKPE",0,0,0,
1648,1648.0,@LezVargas Por eso me quedo con la vieja escuela....aunque hay jóvenes standuperos que son muy buenos...,0,0,0,
339,339.0,"@estelasoterog pasarla bomba, q mas?",0,0,0,
801,,"@LeonKrauze Recorrió el país porque no tenía ningún puesto y le patrocinaban los diputados sus gastos, vividor nunca ha producido nada ese parásito miserable",0,1,1,801.0
5815,,@temoc @LillyTellez ...cómo traga plátanos!,0,0,0,5815.0
5093,5093.0,@Vidarte14 Les encanta el puterío,1,0,0,
2058,2058.0,"Además estoy muy esperanzada de que el concierto - paseito me sanará mucho, sólo me tengo que pelear antes con mis papás y listo 🤣",0,0,0,
3308,3308.0,@TrapieLLo @juanes voten a ese rosquete hdp,1,1,1,
354,,@Lichmurloc No eh podido pagar esa madre T.T y si quiero,0,0,0,354.0
5532,,@NapstablockF @MrMiste82195255 Mate a un ladrón a piedradas y la policía me vió.... Mejor llamó a saul,0,0,0,5532.0
1479,,"@ghitis Ahhh, ahora es culpa de Gustavo que ese lameculos tenga una familia narcotraficante?.",1,0,1,1479.0
110,,@la_bu_ Es llegando a una tienda y a hacerlas mierda en la maquina tragamonedas hasta bajar el enojo,1,0,0,110.0
5626,,"@DonPPCL @azzari_diego Pues si ves otra vez el video el cerote no dice que solo quiere llegar a octavos (salupi) dice que MÍNIMO es eso, y habla de querer ganar la competición va vosh. No es mediocre, tiene razón en que para ganar al menos debe alcanzar los 8vos. Dejalo de ver desde ojos RM. Salu2.",0,0,0,5626.0
3499,,@F1Tornello No me gusta una temporada tan larga.,0,0,0,3499.0
2773,,@PonchoGutz Unos 20 años ya que el vejestorio y la doñita esa esten hechos polvo.,0,0,1,2773.0
2614,2614.0,"paco arruinándome los planes, como siempre",0,0,0,
4749,,"Nuestro grupo parlamentario está convencido de fortalecer siempre al Poder Legislativo a través de la acción y nuestra acción siempre estará guiada a partir del respeto a la división de poderes, que no es otra cosa más que el control del poder por el poder: @ClaudiAnaya https://t.co/Vn1zM2RTqv",0,0,0,4749.0
1230,1230.0,"@Andyy_Hicks @CapoDalessandro @millanrussy @NoVive_Socialis @ChrisRegulus1 @SamuelACarballo @Schierke_Mau @MF_Jandro @BuntaFujiAE86 No lo quiero aplicar, te estoy diciendo que NO se puede. Es que probablemente piensas lo mismo que yo pero como el bravucón este te llamo como esbirro para que le respaldadas en su burla no puedes salirte de ahí. El russy Milán , se nota que ese tipo tiene el cerebro diminuto.",0,0,1,
1650,1650.0,@Leny_false Jajajajajaja simon,0,0,0,
4221,,si era bna castrosita en secundaria y me doy pena ajena 😩,0,0,1,4221.0
663,663.0,"@Javier19518289 @eldaveh_ @john_frb Les has preguntado a todos? Anda sigue dándole abrazos a la tele, y deja que tu paisano disfrute del equipo que siente, y no del que es todo el que no tiene equipo en su ciudad. El cateto eres tú, no el, qué sabrás tú de nuestra afición... Sigue viendo el chiringuito.",0,0,0,
1843,1843.0,"@marcela_bull @MiguelTorrucoG Jajajaja también, ese arrastrado y lame 🥚 s de cuarta es un ignorante , nefasto y huevón",1,0,1,
773,773.0,@marpec27 Jajajaja hasta el quick Mendoza metería goles con el cata 🤦🏻‍♂️,0,0,0,
5107,5107.0,@_El_Cesar_ @lopezdoriga Jajajajaj entonces #Twitter es un putero jajajaj,1,0,0,
1117,1117.0,"Yo me desnudo todas las noches para bañarme de ella.
#meiga https://t.co/Bvy6l6Xh4T",0,0,0,
2213,2213.0,"@Chachiavar Solo Joe le gana, el Edward del Manga supera a Kenshin y están al mismo nivel de Gintoki",0,0,0,
4216,4216.0,"Ni sali de mi casa hoy ,y ya tengo un wachiturro del barrio diciendome que me va a cagar a tiros cuando me cruze imaginate",1,1,0,
464,464.0,"@GabrielXG200 @CremasOficial Miren al come chuchos 😂lo unico grande es tu orto,😂😂😂chumito de pueblo,hubicate caitudo",1,0,1,
5714,,"@davidfaz El alcalde @miguelbtrevino presume que su municipio #SPGG no tiene inundaciones y que ha invertido millones en drenaje.
Es triste pero estas lluvias demuestran-entre muchas otras cosas- que lo fifí no quita lo marrano porque para eso no hay drenaje suficiente.",0,0,1,5714.0
1039,,Perro coraje,1,0,0,1039.0
3593,,Es muy real pero a la actual directiva de #CruzAzul demuestra que le importa nada lo que la afición piense diga o se exprese https://t.co/SDwZPr4sQ1,0,0,0,3593.0
2514,,ay dios que felicidadddd,0,0,0,2514.0
463,463.0,@destxmc @ElClavo17 @HonestXelajuFan Si claro la afición de chelaju (Repolleros) que por cierto se quería independizar y e escuchado a muchos decir que no pertenecen a Guatemala se alegran por la derrota de la Selección nacional quienes serán los MULAS 🤡🤢🤢🤣🤣🤣 ASCO SER CAITUDO 🤢🤢🤢,0,0,1,
1757,,"@zamora_dian Pero esa no fue anécdota, anda cuenta una, namas pa ver el nivel que estamos manejando 😬",0,0,0,1757.0
200,,"¿Quien diseñó las pestañas del sat? Tremendo imbecil, ahí está uno tratando de descifrar cómo hacer un trámite que debería ser sencillo.",0,0,1,200.0
2831,2831.0,"@LeandroRiosMx Ese mi Penco Leandro Ríos
Buen día cabron",0,0,0,
2651,2651.0,"Mira este Ángel pajarraco, mira esta deidad sublime llamada Tamara, ella y los Panchos no son de aquí https://t.co/K8qLxmfrtC https://t.co/FF3qDcFJit",0,0,0,
2261,,@alvaro_delgado @ClaudioXGG @gdehoyoswalther El padre es @georgesoros su trabajador es @ClaudioXGG y su achichincle es @gdehoyoswalther,0,0,1,2261.0
3106,,Hazard noooooo puede ser 🤬 esa la meto yo y sin ver el balón hdp ya me estoy por bajar de ese pinche barco!,1,0,1,3106.0
3679,3679.0,@ManchoPanchez @FodechinchosG Tú eres un madrileño de los que molan. 😘,0,0,0,
1047,1047.0,Cualquiera que sea tendrá que ser plebiscitada. #Rechazo es reformar la del 2005. Tendremos que esperar hasta el 5/9 para saberlo. No quiero la de Bachelet trae la maldita agenda incluida. #NoAlIndulto Servel #RenunciaIzkia Carol Bown Registro Civil #RechazoElMamarrachoComunista https://t.co/CQjiz12woE,0,0,0,
4133,4133.0,a ver puto alon que no ha empezado la fiesta todavia cabron que tiene que venir la gente,1,0,0,
134,134.0,"#FiscalíaSLP | Fiscalía detuvo en Xilitla a sujeto involucrado en homicidio. La víctima perdió la vida por lesiones producidas por un artefacto punzocortante.
La nota completa en: https://t.co/Tw8zBH1NlB
#FiscaliaSLPMasCercanaALaGente https://t.co/knrlQmfI0p",0,0,0,
3936,,#ForzaJuve … pero este marcador tan temprano es la muestra del equipo tan blandengue que está armando el pendejo de Allegri,1,0,1,3936.0
4383,,Y tan solo me costó menos de 1 minuto de edición y sin el afán de presumir con la barbilla apuntando al cielo con aire de narcisismo y egocentrismo como todo un subnormal ardido y sin criterio propio.,0,0,1,4383.0
5122,5122.0,"@Chescan4 Me quedo con puton y pendejin. 
Hasta ya anda invocando al chupa cabras. https://t.co/4f2Uka0XiE",1,0,1,
3645,3645.0,"@DrLorenzoMeyer MORENA la masa y el preji 🦆 el tortillero,  que no puede hacer bien 👍 una tortilla 😁👇 https://t.co/b2tHmtNqya",0,0,0,
1300,1300.0,"Zowl sabía y entendía perfectamente que su comentario podía ser interpretado de manera incorrecta, pero ese es el punto: ser un edgy contrarian que navega y coquetea tan cerca de la línea facha sin tener el valor de tocarla públicamente. Por eso le dicen ""el nuevo Dun"".",0,0,0,
1071,1071.0,Si no has hecho Chorrillana en una estufa eres cuico. https://t.co/o6XMJj5esU,0,0,0,
3501,,@alfredodelmazo Me gusta,0,0,0,3501.0
1715,1715.0,"@CotisGuadarrama Que bueno que fue recuperado Roger. 

Solo como sugerencia que los números tanto del puesto como de la gualdrapa concuerden con el patrón de color que se usa en América. Así será más fácil identificar a los ejemplares. https://t.co/Jy5zTxSknd",0,0,0,
3487,3487.0,"@GuilleBazzola Gran músico. El primero que escuché de él fue “The Quest”, discazo. Primer artista que editó ECM.",0,0,0,
2227,2227.0,"A mi no me andes escribiendo si no te imaginas ya casado, con nuestra casa y muchos perritos",0,0,0,
5084,,La verga la reina de los filtros JAJSJAJJSJA,1,0,0,5084.0
3124,3124.0,"@siriasaldana @FelipeCalderon Que dificil es que los resultados sean tan magros, que se tenga que recurrir no solo a lo que hizo Calderón, sino a poner un ""hubiera"" pueril para ocultar la ineptitud. Al final, en seguridad, economía, salud, empleo.... resultó, como sí dijo Calderón, un peligro para México.",0,0,1,
1516,1516.0,"@Cuauhtemoc_1521 No será éste ancestro de Raymundo Riva Palacio?? Mira que, que gacho ha de ser enterarse que su pariente sea un traidor conservador, tapete de los intereses extranjeros!! 😑😑😑",0,0,0,
4547,4547.0,su perre vergue desvergue,1,0,0,
4290,4290.0,Carajo :( https://t.co/rDCNC36cHW,1,0,0,
1297,1297.0,@miss_moxxa92 Quién se negaría a este manjar😋😋,0,0,0,
830,,"@tobyjrtaber Payasos al día como siempre,  tan iluso Jr, tan iluso,  tan inepto y  miserable, tanto afán para engañarte solo,  la salvación no es un negocio o mucho menos un trabajo mundano de. Mercancía,  vos crees que eso esta camion rectos jajajjajajajajjaja lo que hacés es camion ancho",0,1,1,830.0
4328,,No sé por qué dejé de venir a robarle su comida a Luis. Ojalá sus tías y su mamá pongan un negocio de comida para ir siempre,0,0,0,4328.0
191,191.0,"que incómodas hallo las carteritas esas que se usan ahora, con el aza supercortita, ahí rozando el sobaco; una molestia infinita.",0,0,0,
2946,2946.0,"@Maldini24876685 Xavi no sirve ni como gestor, como lo fue Valverde, y mira que me parecía un mal entrenador, Xavi me parece un pintamonas más, plano, sin carácter, sin valentía, sin huevos. A Setién lo echaron por ponerlos a entrenar.",1,0,1,
421,,"TE ODIO VIEJO BABOSO YA JUBILATE, NADIE TE QUIERE",1,1,1,421.0
2958,,@silvinitayo2015 @cinthifernandez Claro como no te dejas pisotear por estas personas Nefastas .🙈 La verdad es que casi el 80% de los padres que se borran económicamente sos hijos de madre como  está mujer VERGUENZA!! @cinthifernandez Sos la vos de muchas que por no tener espalda tuvimos que hacernos cargo SOLA,0,0,1,2958.0
2089,2089.0,@diego_longo_ Yo si me atasqué,0,0,0,
424,424.0,"alguien: este cacharro ya no sirve, lo voy a tirar a la basura

inmediatamente yo: dámelo, me sirve como maceta",0,0,0,
4569,4569.0,"@MrReyKing Puro hacerme encabronar, de por sí estaba de la verga, cada vez vamos peor. 

Luego échale una revisada a la NEM, yo ya no sé si reír o llorar.",1,0,0,
5027,,"@CFCUruguay 1- Creo que se podría cambiar de sistema, no de formación pero si otra forma de jugar más ""sencilla"" por lo pronto, algo tipo Conte
2- La pésima falta de ideas dentro del campo, no hay coordinación para pasar, abrir espacios, desmarcarse o tirar
3- Depende si es autocrítico o no",0,0,0,5027.0
632,,"@latinus_us Vamos por más nuestro país merece seguridad, PRI tienes todo nuestro apoyo",0,0,0,632.0
1522,1522.0,"@mima571130 @violetamg10078 @PRI_Nacional @SCJN @FGRMexico @palomaSnchez La calaña tóxica del PRI está presente en todas las fechorías, lujuriosos, pedófilos, prostis, etc etc.lo más gacho es los que siguen votando por este partido tan guácala.",0,1,1,
1056,,"No me acorde que tenía el volumen de la computadora alta y se me ocurrió poner ""Chiquilla Cariñosa"" JAJAJA perro oso #PrietosEnAprietos",0,0,0,1056.0
2680,,"@SinLinea_Mx Y Guadiana como perro viejo, no sirve para nada!! Qué coraje estos políticos sin huevos! Abrazo a Citlali",1,0,1,2680.0
5405,,La palabra dignidad empieza con D y termina cuando seguís respondiéndole los mensajes cortantes.,0,0,0,5405.0
1748,,"Martín Díaz, maestro en orientación psicológica, destacó que México es uno de los países con más casos de estrés laboral a nivel mundial. #Nmás15 con @Elizabeth_Cano_ y @alejandrogodi01 https://t.co/VX0vZ3jXbf",0,0,0,1748.0
1289,,Pocas veces me han desesperado… pero hoy fue uno de esos días que dices “que bueno que no tengo hijos” o más bien “ que bueno que no es mi hijo”,0,0,0,1289.0
658,658.0,"@vampipe Te acuerdas quien fue el primer titular de la @SEP_mx de este sexenio? 
De contenido a cascarón?",0,0,0,
4191,4191.0,"@Liz21084050 @alixpalomec @CarmenMacalalo @LaPatch Lo más cagado fue que dije “pendeja” y tardaste un poco pero llegaste, imagínate que hubiera dicho golfa, llegabas aún más rápido",1,1,1,
1646,1646.0,@EdherMtz1 Uff de a gorila😏,0,0,0,
2679,2679.0,Yo contento con mis “50 likes” en mi foto y esta cuata se estresa porque no pasó de 2000… 😂😂😂😂😂 ahí les llevo su palangana a mis 50 seguidores (as) jajajaja,1,0,0,
1993,,@Don_Favs Es como brindar con agua,0,0,0,1993.0
5531,,"#LasRapiditas| Un ladrón acuchilló a un anciano dentro del baño de un cine de La Normal, en Guadalajara, Jalisco.

El delincuente robó sus pertenencias, pero afortunadamente fue detenido por la Policía Metropolitana de la Perla Tapatía.
.
.
.
#Ladron #Guadalajara #Jalisco https://t.co/50Oqc46xia",0,0,0,5531.0
3927,3927.0,@GildoGarzaMx @ManuelVegaMX @SCJN @fgcabezadevaca Unas naranjas para el mamarracho de palacio ! https://t.co/bETk2RNMBR,0,0,1,
1804,1804.0,@letroblesrosa @XochitlGalvez Lo que coloquialmente se conoce como elotazo en el hocico.,0,0,0,
2549,2549.0,@mariamartzh Es niche pero igual es buenardo,0,0,0,
1469,1469.0,@ChuladadePatoja Fritanga le decian acá. Y lo odiamos. Paramos 5 días comiendo eso. 😬🤨,0,0,0,
3040,3040.0,"@Danijim2002 @Sonybtw @Cyperzzfn @defiable1_ @AIliege @DragonRG_ Pasa que si no especificas a quien le hablas y etiquetas a todos se dan errores maldito desgraciado indígena, seguro si tienes iPhone con botón maldito pobretón indio",1,1,1,
4132,4132.0,"Los días de pierna pegan muy cabron, buen pump, no puedo ni caminar y todo esta marchando muy bien",1,0,0,
2864,2864.0,@zolliker La forma en que patea el pesebre este gobierno es increíble. Quiero ver que el mal chiste que hoy es COFEPRIS los regule.,0,0,0,
3647,,"@MaxKaiser75 Lo canijo es que la popularidad de este tipejo este igual, somos un país se ciegos.",0,0,1,3647.0
1378,,@luisantonio23B pinche huevon,1,0,1,1378.0
4640,,"@lpazosp @Claudiashein Ven como son de mezquinos, mala leche, negativos, rencorosos, envidiosos, pusilanimes estos PANistas antianloz ....el coco ejemplo este wey Luis Pazos , que chafa y nefasto wey ....

@julioastillero @hdemauleon @AlfredoJalife2 @LaloE_Fans @AleAtorres01 ....",1,0,1,4640.0
1830,,"@aldodavila_gt Y vos sidoso, no te has aprovechado del dinero que tu ONG captaba? Sos igual de porquería que este gobierno que criticas. Creo que tu enojo es que no sos vos quien se come a Miguelito y no se esta beneficiando de esos millones.",0,0,1,1830.0
2508,2508.0,"El mero muco… pal calor🔥🔥🔥🔥El día que yo me muera no voy a llevarme nada, no más un puño de tierra🎵🎶 https://t.co/S20opcn1Qi",0,0,0,
403,403.0,@Aloberri Y los míos con sus animales 😤😤 un gallo y una cacatúa…los odio ☹️🥺,0,0,0,
5151,5151.0,"En fin que nadie se quiere singar al necio🤣, el ultimo twit chef kiss😙👌 😂 https://t.co/TqREVJA93y",1,0,0,
594,594.0,@bdemontork GraciaMOMENTO DÓNDE ESTÁ Y QUE PRONTO TE VAYAS AL INFIERNO CARCAMAL,0,0,1,
5890,,"@BegoGM6 @ary_ara_celi @nnunezortiz @Carlaazglez @ARNgatoromo @Arje_02 @Oscar_Dorantes @GV5020 @Lucrecia1Borgia @webmasterazul @Teacher1Rosy @eadanm @micm54 @General_Polvora @IngGonzaloCort2 @germancavazos11 @Aniv_Delarev0 De por ahí:

'Amor azul'
Ramera, de todo te di.
Mariposa colosal, sí,
yo de todo te di.

Poda la rosa, Venus.
El átomo como tal
es un evasor alado.

Pide, todo te doy: isla,
sol, ocaso, pirámide.
Todo te daré: mar, luz, aroma.",0,0,0,5890.0
429,429.0,"Cómo dato anecdótico, una de mis alumnas chiquitas me mostró a su neonato y jugaba con ella como una muñeca normal, porque según ella, ya había crecido después de cuidarla tanto. Solo se fijaba en lo bonito del cachivache y no más allá",0,0,0,
2192,,Toy emocionada porque llegue noviembre porque voy a conocer en vivo y a todo color a parte de mis manix del interne 😭😭😭,0,0,0,2192.0
2961,2961.0,@dianacardoza_ Vape de piña,0,0,0,
3044,,"de vdd no vayan a puteros, se les atrofia el cerebro",1,0,1,3044.0
4306,,@Gianca_LP Ojalá llegara a cagarse en todo verdad,1,0,0,4306.0
3406,,"#SaludyBienestar 
La música puede mejorar la salud y la calidad de vida, en un artículo publicado en el Journal of the American Medical Association Network Open se divulga que 26 estudios  concluyen que la música optimiza el estado de ánimo y el bienestar de las personas. https://t.co/p8JglRYnai",0,0,0,3406.0
3388,,Asegurar la diversidad étnica y racial de las personas que participan en ensayos clínicos es fundamental para aumentar la comprensión sobre la prevención y tratamiento de las enfermedades. #TamizInformativo: https://t.co/R3ky0zwc18,0,0,0,3388.0
4060,,"*Hoy en interna*
El dr: ""vayan a la emi a hacerse ekg para la clase de mañana""
Mi ekg: ""arritmia sinusal""
🤒🤒🤕",0,0,0,4060.0
1974,1974.0,"Y la compra de las granadas y gas lacrimógeno es para festejar el año nuevo o que? 

La ley les vale madre. Si la quieren usar (y para eso lo compraron), las van a usar, y el MP estará vigilante https://t.co/4D3MU1C2Kl",0,0,0,
838,,"@Mike_Oviedo @lopezobrador_ 30 millones de ilusos apoyaron al haragán y solo excusas y pretextos da el empleado miserable? mejor que renuncie y venga alguien que sí pueda, no?",0,1,1,838.0
276,,Que bonito se siente cuando digo tengo 24 años y me dicen la seños “hay estás bien jovencita” 🥲,0,0,0,276.0
2112,2112.0,sufrir por macho eso son cosa de fea👽,0,0,0,
620,620.0,@OskarCruzS @ruidoblancofm @OskarCruzS  mi carnaval Aweboooo a festejar donde nos agarre el ruido #soytufan #Salud #queremospastel #pollorockalaire @ruidoblancofm https://t.co/QB2nuQwEYF,0,0,0,
2225,2225.0,"Que frustración cuando te da un ataque de ansiedad en medio de un problema, se complica más resolver el problema y no puedes controlar la ansiedad",0,0,0,
5042,5042.0,El dr: no te duermas con lo lentes de contacto.   Yo llegando a mi casa bien puTeada en pleno martes https://t.co/qiwHcIGFYA,1,0,0,
5345,,"Que todo lo trastoca
Sin respetar los huecos
Que recuerdan ausencias
Sobre el bien, sobre el mal, 
Sobre las ruinas de la misericordia, 
Sobre la herida vieja
Retorciendo el espejo de los años,
El problema es el viento, 
Siempre el viento. 

(Amparo García Otero)",0,0,0,5345.0
3421,3421.0,@lauramestre3 @jorgeberry Oye!!!ojos de sapo viejo porque no hablas de los escándalos de alito Moreno??? O aún recibes chayote????? Espero respuesta tuya ok,0,0,0,
3423,3423.0,@Venemex7 Hay Lulú 🤣🤣🤣🤣 Sargenta Mariscal,0,0,0,
6044,,"@Neltiagoeditsss @IsabelaOrtega15 @leslie_18ortega @Rubi_G05 Wey ya cállate tiene horas que murió el pleito, supéralo",1,1,0,6044.0
5829,,@IranLws @JosLucianoCruz1 @ChumelTorres Es que por eso traga.,0,0,0,5829.0
1995,1995.0,"@KellyAfterDarkk Sin duda con Johnny Cash, El rey lagarto o Bowie",0,0,0,
4208,4208.0,La doña se va a cagar cuando vea que me puede odiar todavía mucho más de lo que ya me odia. 🥱 🤌🏼,1,1,0,
2677,2677.0,@xevtfm Un pochitoque de mascota en una palangana 😂😂,1,0,0,
3563,,"@SanDervAg @el_gato_pan @BicireporteraDF @CochistasOOC Artículo 15 el ciclista  puede pasarse los altos excepto en  vias rapidas y cuando un peatón este cruzando.  
Hay que tener cuidado, eso es cierto,  pero poco a poco tenemos que imponernos,  por seguridad  propia y la de los demás.",0,0,0,3563.0
2252,2252.0,"A veces lloró cuando habló con Laila pero me digo a mi misma: Ya marica, motivate. Nunca creí tener tan buena conexión con mi sobrina, amoo. 🥰",1,0,0,
1006,,@Nocturno2450 @BettyAndrade07 Los medios de comunicación hay jugado un papel asqueroso en todo lo malo que le ha ocurrido al Pais,0,1,1,1006.0
4837,4837.0,"Cruda, hinchada, meada, sin coger, sin dinero, la vida es buena 🤙🏻",1,0,0,
2328,2328.0,ES QUE SI ESTO NO PASABA YO ME IBA A MANDAR A SECUESTRAR YA SUFICIENTE TUVE CON LA MUERTE DE DIANA Y DE DIEZ AL MENOS TENGO A MARUJA CON SU ANILLO CHAO https://t.co/FftA4rrr26,0,0,0,
